task,model,subject,session,accuracy,balanced_accuracy,f1_score,kappa,loss,n_subjects,loso_acc_mean,loso_acc_std,loso_balacc_mean,loso_f1_mean,loso_kappa_mean
speech_mode,LaBraM,04,01,0.64183,0.64183,0.64093,0.462745,0.895896,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,04,02,0.620915,0.620915,0.619273,0.431373,0.904131,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,05,01,0.6,0.6,0.571657,0.4,0.897584,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,05,02,0.746405,0.746405,0.735551,0.619608,0.66112,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,06,01,0.550327,0.550327,0.552022,0.32549,0.973055,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,07,01,0.460131,0.460131,0.404941,0.190196,1.175778,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,08,01,0.607843,0.607843,0.605055,0.411765,0.857843,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,09,01,0.482353,0.482353,0.463305,0.223529,1.04307,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,09,02,0.643137,0.643137,0.642796,0.464706,0.791743,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,10,01,0.601307,0.601307,0.595115,0.401961,0.851029,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,11,01,0.473203,0.473203,0.453933,0.209804,1.123565,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,12,01,0.566013,0.566013,0.562999,0.34902,0.998728,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,12,02,0.643137,0.643137,0.643343,0.464706,0.838426,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,13,01,0.636601,0.636601,0.636797,0.454902,0.800197,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,13,02,0.576471,0.576471,0.578133,0.364706,0.943426,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,LaBraM,14,01,0.6,0.6,0.593004,0.4,0.882468,14,0.573296,0.072921,0.573296,0.562224,0.359944
speech_mode,ShallowFBCSPNet,01,01,0.333333,0.333333,0.166667,0.0,-1935.205465,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,02,01,0.333333,0.333333,0.166667,0.0,-930.180044,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,03,01,0.333333,0.333333,0.16683,-0.0,-862.929616,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,04,01,0.369935,0.369935,0.320968,0.054902,-1364.411209,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,04,02,0.296732,0.296732,0.272602,-0.054902,-864.15211,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,05,01,0.375163,0.375163,0.363239,0.062745,-672.663635,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,05,02,0.352941,0.352941,0.304213,0.029412,-1041.738642,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,06,01,0.335948,0.335948,0.297172,0.003922,-136.286152,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,07,01,0.333333,0.333333,0.166667,0.0,-698.232279,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,08,01,0.333333,0.333333,0.166667,0.0,-2582.492289,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,09,01,0.354248,0.354248,0.300374,0.031373,-92.064877,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,09,02,0.333333,0.333333,0.16683,0.0,-600.141469,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,10,01,0.333333,0.333333,0.168933,0.0,-805.549642,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,11,01,0.333333,0.333333,0.166667,0.0,-724.971227,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,12,01,0.334641,0.334641,0.170082,0.001961,-679.354553,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,12,02,0.350327,0.350327,0.20529,0.02549,-669.407415,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,13,01,0.371242,0.371242,0.264224,0.056863,-684.218028,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,13,02,0.335948,0.335948,0.175047,0.003922,-690.349365,14,0.338562,0.009147,0.338562,0.207455,0.007843
speech_mode,ShallowFBCSPNet,14,01,0.333333,0.333333,0.166667,0.0,-2281.136678,14,0.338562,0.009147,0.338562,0.207455,0.007843
word,Deep4Net,01,01,0.016667,0.016667,0.000551,0.0,-129.022463,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,02,01,0.025,0.025,0.001817,0.008475,-1269.825867,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,03,01,0.022222,0.022222,0.004587,0.00565,-256.008392,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,04,01,0.016667,0.016667,0.0023,0.0,-3945.372884,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,04,02,0.025,0.025,0.003252,0.008475,-3638.187744,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,05,01,0.016667,0.016667,0.000549,0.0,-150.960106,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,05,02,0.016667,0.016667,0.000557,0.0,-206.894038,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,06,01,0.019444,0.019444,0.003943,0.002825,-474.372894,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,07,01,0.019444,0.019444,0.002092,0.002825,-9747.932617,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,08,01,0.022222,0.022222,0.001603,0.00565,-1115.263367,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,09,01,0.025,0.025,0.003436,0.008475,-844.645782,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,09,02,0.016667,0.016667,0.001715,0.0,-871.928701,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,10,01,0.019444,0.019444,0.0014,0.002825,-199.653308,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,11,01,0.022222,0.022222,0.00145,0.00565,-6972.745931,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,12,01,0.016667,0.016667,0.000593,0.0,-360.19165,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,12,02,0.016667,0.016667,0.00061,0.0,-358.874115,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,13,01,0.016667,0.016667,0.000548,0.0,-148.699402,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,13,02,0.016667,0.016667,0.000549,0.0,-148.637629,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,Deep4Net,14,01,0.027778,0.027778,0.004318,0.011299,-1648.636719,14,0.020437,0.003212,0.020437,0.002058,0.003834
word,EEGConformer,01,01,0.016667,0.016667,0.000546,0.0,-3627135.208333,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,02,01,0.016667,0.016667,0.000546,0.0,-3573448.708333,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,03,01,0.016667,0.016667,0.000546,0.0,-3840144.041667,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,04,01,0.016667,0.016667,0.000546,0.0,-2168444.375,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,04,02,0.016667,0.016667,0.000546,0.0,-2158720.270833,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,05,01,0.016667,0.016667,0.000546,0.0,-2143816.020833,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,05,02,0.016667,0.016667,0.000546,0.0,-2139684.25,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,06,01,0.016667,0.016667,0.000546,0.0,-4059470.5,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,07,01,0.016667,0.016667,0.000546,0.0,-4010382.583333,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,08,01,0.016667,0.016667,0.000546,0.0,-4067931.375,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,09,01,0.016667,0.016667,0.000546,0.0,-2252745.125,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,09,02,0.016667,0.016667,0.000546,0.0,-2262183.625,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,10,01,0.016667,0.016667,0.000546,0.0,-3989062.208333,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,11,01,0.016667,0.016667,0.000546,0.0,-3952183.541667,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,12,01,0.016667,0.016667,0.000546,0.0,-2399139.583333,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,12,02,0.016667,0.016667,0.000546,0.0,-2393774.708333,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,13,01,0.016667,0.016667,0.000546,0.0,-2318467.125,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,13,02,0.016667,0.016667,0.000546,0.0,-2330443.625,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGConformer,14,01,0.016667,0.016667,0.000546,0.0,-3950266.666667,14,0.016667,0.0,0.016667,0.000546,0.0
word,EEGMamba,01,01,0.033333,0.033333,0.03052,0.016949,4.442968,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,02,01,0.033333,0.033333,0.029085,0.016949,6.871312,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,03,01,0.022222,0.022222,0.01677,0.00565,4.307279,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,04,01,0.019444,0.019444,0.017237,0.002825,8.213744,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,04,02,0.025,0.025,0.024349,0.008475,7.027664,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,05,01,0.030556,0.030556,0.024185,0.014124,8.885595,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,05,02,0.033333,0.033333,0.028949,0.016949,9.747622,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,06,01,0.025,0.025,0.01123,0.008475,4.227173,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,07,01,0.025,0.025,0.022151,0.008475,7.840768,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,08,01,0.019444,0.019444,0.016422,0.002825,5.455515,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,09,01,0.025,0.025,0.001797,0.008475,4.124637,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,09,02,0.022222,0.022222,0.003554,0.00565,4.146044,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,10,01,0.030556,0.030556,0.032322,0.014124,7.390002,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,11,01,0.030556,0.030556,0.026827,0.014124,11.632838,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,12,01,0.011111,0.011111,0.009203,-0.00565,11.141493,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,12,02,0.038889,0.038889,0.035702,0.022599,10.307437,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,13,01,0.036111,0.036111,0.029669,0.019774,11.384866,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,13,02,0.025,0.025,0.02355,0.008475,12.69382,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGMamba,14,01,0.047222,0.047222,0.043477,0.031073,12.684384,14,0.028571,0.006778,0.028571,0.023421,0.012107
word,EEGNetv4,01,01,0.036111,0.036111,0.024142,0.019774,4.108428,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,02,01,0.025,0.025,0.009605,0.008475,4.096435,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,03,01,0.025,0.025,0.012991,0.008475,4.094887,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,04,01,0.019444,0.019444,0.019339,0.002825,4.150563,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,04,02,0.019444,0.019444,0.011594,0.002825,4.184319,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,05,01,0.033333,0.033333,0.028634,0.016949,4.103205,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,05,02,0.030556,0.030556,0.024758,0.014124,4.116974,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,06,01,0.030556,0.030556,0.016068,0.014124,4.098994,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,07,01,0.025,0.025,0.006137,0.008475,4.093343,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,08,01,0.027778,0.027778,0.017781,0.011299,4.093235,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,09,01,0.013889,0.013889,0.011164,-0.002825,4.096104,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,09,02,0.030556,0.030556,0.012748,0.014124,4.093227,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,10,01,0.019444,0.019444,0.017746,0.002825,4.162471,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,11,01,0.030556,0.030556,0.024969,0.014124,4.10799,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,12,01,0.033333,0.033333,0.032649,0.016949,4.45369,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,12,02,0.038889,0.038889,0.035494,0.022599,4.381317,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,13,01,0.038889,0.038889,0.019635,0.022599,4.09303,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,13,02,0.019444,0.019444,0.011256,0.002825,4.09457,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,EEGNetv4,14,01,0.033333,0.033333,0.026414,0.016949,4.098205,14,0.027976,0.005324,0.027976,0.018535,0.011501
word,LaBraM,01,01,0.016667,0.016667,0.000546,0.0,4.100942,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,02,01,0.027778,0.027778,0.005172,0.011299,4.093928,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,03,01,0.016667,0.016667,0.000546,0.0,4.099187,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,04,01,0.016667,0.016667,0.000546,0.0,4.096382,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,04,02,0.016667,0.016667,0.000546,0.0,4.09671,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,05,01,0.016667,0.016667,0.000546,0.0,4.097469,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,05,02,0.016667,0.016667,0.000546,0.0,4.097175,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,06,01,0.025,0.025,0.002933,0.008475,4.094586,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,07,01,0.016667,0.016667,0.000546,0.0,4.097977,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,08,01,0.022222,0.022222,0.00198,0.00565,4.0943,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,09,01,0.016667,0.016667,0.000546,0.0,4.096322,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,09,02,0.016667,0.016667,0.000546,0.0,4.095936,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,10,01,0.016667,0.016667,0.000546,0.0,4.096832,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,11,01,0.022222,0.022222,0.001664,0.00565,4.095246,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,12,01,0.019444,0.019444,0.001143,0.002825,4.094639,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,12,02,0.019444,0.019444,0.001521,0.002825,4.094619,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,13,01,0.016667,0.016667,0.000546,0.0,4.096665,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,13,02,0.016667,0.016667,0.000546,0.0,4.097832,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,LaBraM,14,01,0.019444,0.019444,0.002946,0.002825,4.095718,14,0.019246,0.003555,0.019246,0.001457,0.002623
word,ShallowFBCSPNet,01,01,0.022222,0.022222,0.00245,0.00565,-420.136164,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,02,01,0.022222,0.022222,0.011558,0.00565,10.179131,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,03,01,0.019444,0.019444,0.001772,0.002825,-690.366638,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,04,01,0.013889,0.013889,0.002459,-0.002825,-343.640826,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,04,02,0.022222,0.022222,0.00354,0.00565,-152.288815,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,05,01,0.019444,0.019444,0.001685,0.002825,-859.628784,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,05,02,0.022222,0.022222,0.002449,0.00565,-1065.206431,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,06,01,0.025,0.025,0.01184,0.008475,-60.857297,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,07,01,0.027778,0.027778,0.006508,0.011299,-242.846611,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,08,01,0.022222,0.022222,0.001483,0.00565,-752.552266,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,09,01,0.022222,0.022222,0.007675,0.00565,4.370471,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,09,02,0.016667,0.016667,0.000554,0.0,-131.01798,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,10,01,0.019444,0.019444,0.001166,0.002825,-146.457832,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,11,01,0.016667,0.016667,0.000546,0.0,-133.274184,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,12,01,0.019444,0.019444,0.001275,0.002825,-1001.247142,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,12,02,0.022222,0.022222,0.004419,0.00565,-936.992483,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,13,01,0.016667,0.016667,0.000755,0.0,-606.177663,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,13,02,0.019444,0.019444,0.001193,0.002825,-615.16036,14,0.020833,0.002827,0.020833,0.003682,0.004237
word,ShallowFBCSPNet,14,01,0.019444,0.019444,0.001217,0.002825,-117.312934,14,0.020833,0.002827,0.020833,0.003682,0.004237
